Serial#,Chat_File,#User_Utterance,#System_Utterance,Time_Taken
0,data_1712200080.6692529.txt,5,6,28.74271249771118
1,data_1712200130.953797.txt,1,2,1.0670266151428223
2,data_1712200762.6062326.txt,2,3,4.215197801589966
3,data_1712202101.831042.txt,4,5,15.954080581665039
4,data_1712246542.456211.txt,2,3,3.3707971572875977
5,data_1712248350.1600757.txt,4,5,10.937762022018433
